timestamp,run_id,model_name,band,split_strategy,fold,epochs,train_accuracy,test_accuracy,train_f1,test_precision,test_recall,test_f1,best_val_accuracy,best_val_epoch,best_test_accuracy,best_test_precision,best_test_recall,best_test_f1,lr,batch_size,embedding_dim,seed,device,dry_run,max_batches,data_root
2026-09-11T17:15:53.436546+00:00,20260911T171553_jodie_theta_f2_3478ae,jodie,theta,trial,2,100,0.15588235294117647,0.1525,0.08072850688315802,0.05132396207911082,0.15314919071076707,0.07389254415172744,0.2111111111111111,72,0.16,0.18116815733557345,0.16478312328066022,0.08872841444270016,0.0001,64,100,42,cuda:0,False,,./data
