timestamp,run_id,model_name,band,split_strategy,fold,epochs,train_accuracy,test_accuracy,train_f1,test_precision,test_recall,test_f1,best_val_accuracy,best_val_epoch,best_test_accuracy,best_test_precision,best_test_recall,best_test_f1,lr,batch_size,embedding_dim,seed,device,dry_run,max_batches,data_root
2026-09-11T22:55:06.744120+00:00,20260911T225506_jodie_gamma_f2_235700,jodie,gamma,trial,2,100,0.18627450980392157,0.1675,0.12806453930090742,0.04824412292034226,0.1675756509500352,0.07486982972320548,0.24444444444444444,22,0.22,0.1270166348722511,0.21523993248131182,0.12699354124926168,0.0001,64,100,42,cuda:0,False,,./data
