timestamp,run_id,model_name,band,split_strategy,fold,epochs,train_accuracy,test_accuracy,train_f1,test_precision,test_recall,test_f1,best_val_accuracy,best_val_epoch,best_test_accuracy,best_test_precision,best_test_recall,best_test_f1,lr,batch_size,embedding_dim,seed,device,dry_run,max_batches,data_root
2026-09-14T05:35:21.236674+00:00,20260914T053521_tgn_theta_f3_2843da,tgn,theta,trial,3,100,0.47941176470588237,0.1825,0.46739363839074877,0.19736127026302694,0.18142081352765546,0.1765836805558329,0.28888888888888886,96,0.215,0.20808608045747196,0.2081701679597968,0.1912497664029085,0.0001,64,100,42,cuda:0,False,,./data
