timestamp,run_id,model_name,band,split_strategy,fold,epochs,train_accuracy,test_accuracy,train_f1,test_precision,test_recall,test_f1,best_val_accuracy,best_val_epoch,best_test_accuracy,best_test_precision,best_test_recall,best_test_f1,lr,batch_size,embedding_dim,seed,device,dry_run,max_batches,data_root
2026-09-12T11:39:48.848801+00:00,20260912T113948_graphmixer_theta_f3_e7e26e,graphmixer,theta,trial,3,100,0.22745098039215686,0.2075,0.17327130701763999,0.2233650183239883,0.20254641803071902,0.16452932628403455,0.2611111111111111,66,0.1925,0.14192297916691285,0.18719757428180056,0.14901152431282902,0.0001,64,100,42,cuda:0,False,,./data
