timestamp,run_id,model_name,band,split_strategy,fold,epochs,train_accuracy,test_accuracy,train_f1,test_precision,test_recall,test_f1,best_val_accuracy,best_val_epoch,best_test_accuracy,best_test_precision,best_test_recall,best_test_f1,lr,batch_size,embedding_dim,seed,device,dry_run,max_batches,data_root
2026-09-11T10:18:30.647474+00:00,20260911T101830_jodie_all_band_f3_b5d18f,jodie,all_band,trial,3,100,0.23823529411764705,0.2325,0.1978835105180981,0.1752272128773845,0.2302519507114897,0.17476458627844554,0.2388888888888889,99,0.255,0.22592670341839777,0.2511482904514558,0.21766833053237047,0.0001,64,100,42,cuda:0,False,,./data
