timestamp,run_id,model_name,band,split_strategy,fold,epochs,train_accuracy,test_accuracy,train_f1,test_precision,test_recall,test_f1,best_val_accuracy,best_val_epoch,best_test_accuracy,best_test_precision,best_test_recall,best_test_f1,lr,batch_size,embedding_dim,seed,device,dry_run,max_batches,data_root
2026-09-14T15:42:12.168849+00:00,20260914T154212_tgn_beta_f3_321b96,tgn,beta,trial,3,100,0.42058823529411765,0.19,0.4028871477840842,0.20334046842622738,0.1962804128212616,0.18349249494958494,0.2833333333333333,31,0.225,0.24398105673875328,0.219563611807146,0.18315722169874818,0.0001,64,100,42,cuda:0,False,,./data
