timestamp,run_id,model_name,band,split_strategy,fold,epochs,train_accuracy,test_accuracy,train_f1,test_precision,test_recall,test_f1,best_val_accuracy,best_val_epoch,best_test_accuracy,best_test_precision,best_test_recall,best_test_f1,lr,batch_size,embedding_dim,seed,device,dry_run,max_batches,data_root
2026-09-13T11:24:47.147912+00:00,20260913T112447_graphmixer_all_band_f3_e290c4,graphmixer,all_band,trial,3,100,0.3176470588235294,0.2575,0.2813634629075799,0.22435009020829916,0.23577263033747903,0.2074361243992134,0.28888888888888886,90,0.255,0.2215732537482136,0.2510165098148862,0.19887762552285437,0.0001,64,100,42,cuda:0,False,,./data
