timestamp,run_id,model_name,band,split_strategy,fold,epochs,train_accuracy,test_accuracy,train_f1,test_precision,test_recall,test_f1,best_val_accuracy,best_val_epoch,best_test_accuracy,best_test_precision,best_test_recall,best_test_f1,lr,batch_size,embedding_dim,seed,device,dry_run,max_batches,data_root
2026-09-11T21:39:16.652843+00:00,20260911T213916_jodie_alpha_f2_379a83,jodie,alpha,trial,2,100,0.22745098039215686,0.215,0.16637075174122568,0.159488797089587,0.20536470918244315,0.16361572822349402,0.25,83,0.2325,0.14159515832169628,0.2282420781189254,0.16875474405083776,0.0001,64,100,42,cuda:0,False,,./data
